"Tumor_T3" "Tumor_T4" "Tumor_T5" "HT1376_1" "HT1376_2" "RT4_1" "RT4_2" "SCABER_1" "SCABER_2" "SW780_1" "SW780_2" "Tumor_T1"
"ENSG00000134802.13" 15.5 6.48 11.69 0.68 0.6 0.29 0.01 47.23 72.11 0.09 0 0.66
"ENSG00000134809.4" 6.71 6.22 3.33 207.43 160.02 56.01 20.83 45.3 28.98 51.51 36.47 3.51
"ENSG00000134812.3" 0 0 0 0 0 0 0.17 0 0 0 0 0.9
"ENSG00000134815.14" 2.52 4.5 4.71 1.04 0.96 28.7 18.55 18.65 9 3.83 6.28 3.53
"ENSG00000134817.9" 2.66 0.82 2.49 0 0 0 0 0 0.02 0 0 0.67
"ENSG00000134824.9" 14.96 5.5 7.14 71.49 38.51 2.78 5.84 17.95 19.91 3.17 3.31 6.95
"ENSG00000134825.9" 29.57 17.26 18.64 582.57 433.24 72.69 38.23 92.94 46.3 584.15 391.76 6.04
"ENSG00000134827.3" 4.94 12.36 0.14 1.38 0.75 0 6.89 0.33 0.99 0.91 0.12 18.79
"ENSG00000134830.3" 1.39 0.4 0.91 0 0 0.04 0.04 0.11 0.13 0.03 0.03 0
"ENSG00000134851.8" 79.93 33.73 48.09 74.5 48.8 71.76 82.15 58.96 90.31 34.81 26.47 22.69
"ENSG00000134852.10" 10.93 4.36 5.23 2.38 4.48 9.83 10.62 12.4 23.21 2.7 2.48 4.06
"ENSG00000134853.7" 81.72 3.72 10.7 0.2 0 0.02 0.12 0.01 0.06 0 0 7.78
"ENSG00000134864.6" 0.94 1.19 2.19 0.75 0.71 3.6 3.01 3.29 2.12 0.07 0 0.72
"ENSG00000134871.13" 80.05 24.7 102.53 0.23 0.17 0.12 0.01 1.24 0.04 12.24 21.47 32.75
"ENSG00000134873.5" 0.14 0 0 0 0 0.05 0.2 0.03 0.27 0.02 0 0
"ENSG00000134874.13" 8.48 1.11 1.8 0.15 0.22 5.83 9.97 21.36 13.1 1.82 1.36 1.86
"ENSG00000134882.11" 20.57 13.94 16.55 97.92 84.4 77.08 41.87 89.49 45.34 122.5 103.54 13.71
"ENSG00000134884.9" 60.7 32.23 45.36 11.27 38.58 123 152.2 115.24 149.47 8.75 8.82 73.49
"ENSG00000134897.9" 7.52 4.12 6.36 9.34 10.27 9.04 13.39 15.28 16.84 6.64 7 0.95
"ENSG00000134899.13" 16.38 12.66 13.72 12.38 35.33 34.07 44.72 41.6 34.85 27.78 49.56 27.99
"ENSG00000134900.7" 17.36 9.27 15.58 14.12 18.23 54.89 72.23 56.02 54.27 7.72 6.78 6.7
"ENSG00000134901.8" 2.4 1.07 1.53 16.69 13.66 2.1 1.29 8.15 6.45 2.15 3.6 0.37
"ENSG00000134905.12" 14.65 11.61 14.5 60.46 44.46 35.32 36.58 80.06 76.82 14.19 11.58 11.97
"ENSG00000134909.14" 12.39 11.72 7.74 1.64 1.63 20.47 47.11 11.81 22.91 1.45 2.65 12.27
"ENSG00000134910.8" 34.42 18.65 26.71 117.98 82.4 235.79 208.51 147.11 168.24 59.78 57.34 12.44
"ENSG00000134917.9" 2.9 0.15 0.2 0 0 0 0 0.06 0.05 0 0 0.33
"ENSG00000134940.9" 0 0.08 0 0 0.57 0.07 0.22 0.18 0.17 0 0 0
"ENSG00000134954.10" 39.51 11.02 36.73 4.49 3.13 83.21 64.3 40.89 54.04 12.14 15.9 8.08
"ENSG00000134955.7" 3.85 2.74 4.51 6.99 3.45 27.28 24.58 29.83 24.9 1.67 1.35 0.56
"ENSG00000134962.6" 0.03 0.01 0.04 0.03 0.04 0.09 0.14 0.03 0.11 0 0 0.22
"ENSG00000134970.13" 28.06 7.85 19.2 45.98 34.2 28.55 30.23 35.62 63.43 28.28 20.53 6.8
"ENSG00000134982.12" 14.08 4 5.51 0.39 0.9 5.86 14.92 8.96 19.76 0.51 1.06 5.3
"ENSG00000134986.9" 9.8 9.17 35.01 9.23 5.09 0.47 8.89 2.83 6.15 0.2 0.48 2.32
"ENSG00000134987.7" 9.26 4.97 7.3 5.52 4.7 18.95 25.31 22.34 36.69 4.7 3.71 2.68
"ENSG00000134996.11" 20.54 11.22 14.99 65.2 53.99 43.4 48.73 53.14 52.94 0.18 0.15 6.88
"ENSG00000135002.7" 7.82 1.69 8.43 27.09 17.89 11.59 12.83 21.43 37 17.66 9.86 0.54
"ENSG00000135018.9" 30.35 14.86 24.23 36.21 31.53 70.26 86.53 87.66 179.04 18.03 18.01 12.97
"ENSG00000135040.11" 8.18 3.93 8.92 11.17 12.88 26.27 21.06 28.65 30.85 9.32 8.22 3.12
"ENSG00000135045.6" 1.97 1.01 3.39 29.05 21.04 5.1 4.81 7.89 3.93 6.34 4.51 0.6
"ENSG00000135046.9" 292.81 45.23 341.66 1662.71 1365.45 128.48 66.78 654.62 893.32 366.57 344.96 39.58
"ENSG00000135047.10" 40.83 20.94 134.98 173.2 166.03 10.29 6.98 91.92 63.25 70.48 62.14 2.78
"ENSG00000135048.9" 44.23 5.53 46.16 8.98 8.37 59.62 96.81 14.59 19.38 4.38 4.24 33.37
"ENSG00000135049.11" 6.37 3.26 8.02 3.03 3.43 6.46 7.49 14.84 39.22 0.9 1.15 2.14
"ENSG00000135052.12" 17.49 3.04 35.55 6.09 5.86 55.33 62.63 33.91 22.56 11.46 14.98 9.5
"ENSG00000135063.13" 1.68 0.09 0.37 0 0 4.62 4 0.25 0.16 0.49 0.51 0.76
"ENSG00000135069.9" 2.03 2.99 2.3 103.17 66.75 345.29 39.65 431.51 230.92 45.8 34.16 0.57
"ENSG00000135070.9" 12.86 4.71 7.88 58.97 40.06 39.33 32.77 33.06 32.39 20.63 14.3 3.02
"ENSG00000135074.11" 8.47 4.36 29.78 0.08 0.01 0.24 0.48 2.93 2.37 20.09 38.03 1.15
"ENSG00000135077.4" 4.65 4.32 16.74 0 0 0.05 0.24 0 0.07 0 0.11 0.26
"ENSG00000135083.10" 1.59 0.58 0.36 3.25 2.48 46.64 18.97 15.78 6.56 4.14 3.99 2.79
"ENSG00000135090.9" 18.28 11.29 19.36 11.73 39.78 46.5 40.23 35.58 64.92 14.99 25.23 7.94
"ENSG00000135093.8" 3.11 1.12 1.41 2.12 1.45 13.22 17.23 14.43 24.61 3.73 5.04 2.53
"ENSG00000135094.6" 1.1 0.83 5.67 0.2 0 0 0.28 0.09 0.1 0 0 0
"ENSG00000135097.2" 0.12 0.1 0.14 0 0.03 0.29 0.71 0.01 0.01 1.63 3.53 0.18
"ENSG00000135100.13" 0 0 0 0.07 0.06 0.72 0.46 0.34 0.11 0.31 0.43 0.05
"ENSG00000135108.10" 10.89 5.05 6.29 10.16 10.64 43.65 36.97 34.85 35.4 13.63 10.8 11.95
"ENSG00000135111.10" 21.77 2.39 4.38 1 0.69 153.37 163.15 4.4 5.5 1.22 1.51 23.86
"ENSG00000135114.8" 5.15 8.62 11.44 0.91 0.85 132.92 3.58 64.12 15.65 4.05 4.09 1.12
"ENSG00000135116.5" 0.01 0.36 0 3.21 4.62 2.81 0.4 6.66 0.74 0.46 0.37 0.03
"ENSG00000135119.10" 0.31 0.67 0.45 0.65 2.73 1.54 4.61 1.72 1.56 3.07 7.54 5.74
"ENSG00000135124.10" 7.16 4.2 7.73 22.02 12.47 45.09 18.99 32.62 19.17 16.57 15.61 2.72
"ENSG00000135127.7" 2.27 8.3 5.19 7.38 7.99 13.55 17.03 6.43 4.3 0.21 0.89 2.82
"ENSG00000135144.3" 0.42 0.88 0.3 0.03 0 0 0.01 0.04 0.16 0.03 0.16 0.04
"ENSG00000135148.7" 14.23 12.33 19.47 16.61 10.03 94.97 73.34 47.23 31.93 23.27 18.34 4.32
"ENSG00000135164.14" 35.84 21.74 32.55 2.14 2.59 60.81 89.92 36.47 67.62 4.87 6.25 23.23
"ENSG00000135175.5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135185.7" 10.99 5.75 7.36 32.13 17.82 20.98 16.73 19.68 20.38 42.77 29.66 5.36
"ENSG00000135205.10" 3.71 3.31 3.45 0.17 0.58 6.55 7.92 2.02 0.74 1 1.21 1.67
"ENSG00000135211.5" 6.32 2 3.83 32.22 22.01 11.26 13.49 10.86 10.56 48.6 40.01 0.25
"ENSG00000135213.8" 4.85 8.39 5.42 2.34 2.76 34.44 55.61 37.04 59.58 8 13.51 10.47
"ENSG00000135218.13" 19.85 48.95 1.81 0.11 0.15 0 0.43 0.32 0.16 0.04 0.07 0.04
"ENSG00000135220.6" 0 0 0 0 0 0 0.05 0 0 0 0.06 0
"ENSG00000135222.6" 0 0.08 0 0 0 0 0 0 0 0 0 0
"ENSG00000135226.12" 0 0 0 0 0 0.38 2.14 0 0.02 0 0 0.37
"ENSG00000135241.12" 19.15 6 8.32 4.53 6.87 25.89 46.04 11.35 23.04 4.82 4.37 6.48
"ENSG00000135245.9" 4.12 2.6 4.39 16.46 16.84 44.74 55.52 16.02 13.34 30.9 23.17 3.99
"ENSG00000135248.11" 0 0 0.18 0 0 0.03 0.49 0.18 0.07 0 0 0
"ENSG00000135249.3" 4.57 5.75 5.63 9.65 6.39 13.82 16.1 13.38 18.78 5.05 2.99 3.98
"ENSG00000135250.12" 18.53 11.87 11.37 16.72 48.08 32.79 29.9 36.72 55.6 24.65 28.1 10.08
"ENSG00000135253.9" 0.12 0.16 0.16 0.25 0.09 0.63 0.24 1.3 2.73 0.12 0 0.48
"ENSG00000135269.13" 47.22 9.84 33.61 100.38 100.18 78.31 69.89 121.11 141.89 57.17 44.66 19.2
"ENSG00000135272.5" 9.22 3.41 8.78 15.15 11.24 9.38 8.18 4.83 4.84 5.31 2.88 5.41
"ENSG00000135297.11" 9.32 8.05 4.28 10.61 8.11 36.18 22.33 18.94 27.65 7.86 4.65 3.8
"ENSG00000135298.9" 3.48 0.03 0.38 0 0 0 0.01 0.03 0.04 0 0 0.04
"ENSG00000135299.12" 4.76 1.02 2.24 0.05 0 13.57 13.71 0.69 0.3 0.64 1.01 2.86
"ENSG00000135312.4" 0.31 0 0.08 0 0.06 0 0 0 0 0 0 0.41
"ENSG00000135314.8" 0.37 0.62 0.21 2.39 1.35 0.16 0.59 4.97 5.66 0 0.18 0.16
"ENSG00000135315.7" 4.02 2.05 2.69 0.42 1.61 2.53 6.4 3.44 6.1 0.59 0.52 2.79
"ENSG00000135316.13" 35.28 17.4 19.49 44.34 49.92 191.25 215.6 158.42 285.95 18.1 17.63 17.81
"ENSG00000135317.8" 39.15 14.5 26.08 40.78 50.08 68.95 107.34 71.66 86.96 41.63 27.39 27.83
"ENSG00000135318.7" 11.78 0.33 22.72 31.55 20.53 103.86 42.87 198.69 349.55 20.59 13.73 3.08
"ENSG00000135324.5" 0.3 0.3 0.02 0 0 0.02 0.32 0.08 0.13 0 0 0
"ENSG00000135333.9" 9.18 0.08 0.28 0 0 0.03 0.16 0.07 0.56 0.02 0 0.43
"ENSG00000135334.8" 12.64 10.16 11.61 31.16 26.85 74.22 37.47 59.41 44.68 16.81 15.94 10.51
"ENSG00000135336.10" 7.91 6.17 5.6 11.28 9.26 23.49 19.51 29.54 32.83 11.02 10.32 2.71
"ENSG00000135338.9" 3.93 0.57 1.51 0.19 0.79 2.6 2.97 2.11 2.15 1.4 1.47 0.98
"ENSG00000135341.13" 12.21 5.18 6.45 8.62 8.73 36.67 34.84 31.12 41.56 5.86 5.05 4.2
"ENSG00000135346.4" 0 0 0 27.25 16.1 0 0 0 0 0 0 0
"ENSG00000135355.3" 0 0 0 0 0 0 0.02 0 0.02 0 0 0
"ENSG00000135362.9" 6.87 2.59 15.57 1.36 0.59 4.55 2.82 11.65 13.52 0.21 0.27 0.73
"ENSG00000135363.7" 10.77 4.09 3.58 0.48 0.36 2.95 1.5 0.39 0.14 0.31 0.5 1
"ENSG00000135365.11" 9.62 4.67 6.62 0.42 0.79 26.68 44.48 17.57 19.8 0.79 3.25 6.56
"ENSG00000135372.4" 8.59 6 7.54 22.06 32.63 68.65 56.33 43.53 61.67 8.21 13.15 18.99
"ENSG00000135373.8" 29.71 25.81 14.53 2.18 2.96 184.57 242.9 77.96 75.11 9.58 11.93 30.15
"ENSG00000135374.5" 2.35 1 0.39 1.04 0.82 6.07 45.75 0 0 0 0.11 1.73
"ENSG00000135378.3" 2.14 5.41 2.69 9.33 19.12 8.17 15.68 15.06 10.66 8.08 9.53 1.63
"ENSG00000135387.15" 60.02 25.03 47.77 122.01 117.65 368.32 368.28 151.83 172.1 33.25 29.87 45.72
"ENSG00000135390.13" 71.66 39.34 41.89 498.87 447.67 392.71 207.89 328.59 155.52 843.45 702.31 24.82
"ENSG00000135392.11" 9.85 4.58 6.71 8.42 5.36 20.57 20.89 20.13 15.76 4.88 6.48 4.51
"ENSG00000135404.7" 331.87 86.32 197.92 1166.78 1139.43 953.48 807.49 469.56 347.16 1239.43 1114.05 121.71
"ENSG00000135406.9" 0.21 0.02 0.01 0 0 0 0.07 0.01 0.17 0.22 0.38 0
"ENSG00000135407.6" 1.44 2.23 3.33 0.05 0.19 6.36 20.72 3.59 6.06 0.05 0.28 1.77
"ENSG00000135409.6" 0.09 0.06 0 0 0 0.09 0.2 0 0.03 0 0 0.18
"ENSG00000135413.4" 0 0.06 0 0 0 0 0 0 0 0 0 0
"ENSG00000135414.5" 2.02 0.63 1.28 0.44 0.47 3.9 10.16 3.62 2.64 3.11 4.58 2.21
"ENSG00000135423.8" 0.75 0.17 0.03 2.43 2.35 5.5 7.42 1.16 2.61 5.16 4.12 2.64
"ENSG00000135424.11" 28.99 1.21 4.05 0.13 0 1.1 1.03 0.33 0.58 0.08 0.04 1.88
"ENSG00000135426.10" 1.91 1.03 0.99 0 0.05 0.54 2.34 0.21 0 0 0 0.52
"ENSG00000135436.4" 0.2 0.11 0.07 0.03 0 0.29 0.36 0.34 1.09 0.11 0.04 0.21
"ENSG00000135437.5" 3.48 0.77 1.29 0.49 1.45 0.64 3.75 2.26 2.95 0 0.41 2.17
"ENSG00000135439.7" 1.47 1.64 2.03 0 0.21 2.14 6.29 0.75 1.5 0.94 1.89 2.79
"ENSG00000135441.3" 32.95 15.15 21.84 172 124.62 41.89 32.03 40.37 23.71 209.02 187.23 9.51
"ENSG00000135443.4" 0 0.02 0 0 0 0 0 0.3 0.79 0 0 0
"ENSG00000135446.12" 27.13 12.55 29.46 201.1 164.1 356.7 172.26 236.98 99.97 97.82 85.29 11.25
"ENSG00000135447.12" 0.17 0.25 0.04 0 0 0 0.23 0 0.01 0.2 0 0
"ENSG00000135451.8" 0.41 3.19 6.36 68.02 55.35 14.81 14.38 24.82 21.18 59.01 45.15 0.31
"ENSG00000135452.5" 13.88 4.78 6.66 11.72 5.88 27.87 35.22 26.18 23.45 36.16 25.01 8.01
"ENSG00000135454.9" 0.6 0.44 0.31 0 0.03 0.32 0.32 5.97 4.3 0.34 0.94 0
"ENSG00000135457.5" 6.01 5.16 5.21 8.74 6.4 28.37 46.97 25.3 34.87 6.32 6.75 5.72
"ENSG00000135469.9" 2.64 1.27 2.79 7.18 4.49 4 5.11 4.1 2.69 6.14 7.15 2.47
"ENSG00000135472.4" 4.3 0.1 0.19 0.35 0 0.01 0 0 0.01 0 0 0
"ENSG00000135473.10" 12.12 9.1 8.47 2.78 2.01 40.81 50.08 21.02 19.99 3.75 5 10.44
"ENSG00000135476.7" 0.5 2.95 3.94 4.13 3.64 7.41 6.92 18.39 14.47 2.4 2.15 0.88
"ENSG00000135477.7" 0 0 0 0.14 0.06 0 0.59 1.71 9.29 0.06 0 0.27
"ENSG00000135480.10" 42.86 5.28 367.43 1677.73 1778.51 2514.18 1608.44 21.49 3.66 4594.3 5129.33 1615.5
"ENSG00000135482.2" 2.38 1.2 2.06 3.5 2.32 3.97 4.57 2.93 1.37 1.13 1.01 0.63
"ENSG00000135486.13" 274.64 132.14 204.25 1407.43 1360.05 1756.52 2091.33 1210.01 1627.48 923.77 965.21 282.03
"ENSG00000135502.12" 1.47 0.29 0.33 0 0 0.66 1.11 0.95 0.15 0.32 0 0.03
"ENSG00000135503.8" 6.39 3.33 6 2.57 2.28 17.4 25.59 16.88 22.73 4.61 6.15 2.63
"ENSG00000135506.11" 53.65 41.7 39.64 7.85 6.35 174.22 141.12 160.53 138.38 38.51 61.99 47.59
"ENSG00000135517.6" 0 0 0.13 0.03 0.03 0.04 0.1 0.08 0.1 0 0.11 0
"ENSG00000135519.6" 0.08 0.11 0.1 0.64 3.09 0.1 0.02 5.09 1.4 0.59 0.7 0.42
"ENSG00000135521.8" 7.22 6.73 4.54 13.49 16.12 61.69 32.18 40.02 38.66 9.46 11.08 5.04
"ENSG00000135525.14" 6.69 4.61 2.84 3.96 5.53 53.1 60.86 29.37 32.73 8.25 14.1 18.37
"ENSG00000135535.10" 96.26 29.69 45.22 100.95 73.37 220.75 199.68 161.43 190.22 62.46 43.07 31.73
"ENSG00000135537.12" 2.14 2.26 1.16 1.62 1.06 3.45 3.1 1.99 4.64 0.82 1.27 0.77
"ENSG00000135540.7" 3.66 7.11 1.5 0.55 1.16 20.1 13.08 21.81 27.97 0.67 1.72 8.01
"ENSG00000135541.16" 20.35 10.75 9.86 9.27 21.43 5.43 10.62 10.55 19.04 5.61 9.7 14.43
"ENSG00000135547.4" 1.08 0.22 0.34 0 0 0.24 0.23 0.28 0.23 0.06 0.03 0.11
"ENSG00000135549.10" 2.66 0.99 0.7 20.98 19.5 3.5 9.38 15.85 19.14 1.65 2.41 1.33
"ENSG00000135569.3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135577.4" 0 0 0 0 0 0 0 0 0.03 0 0 0
"ENSG00000135587.4" 3.17 3.08 1.84 20.33 18.69 19.46 16.47 8.69 7.17 8.06 7.47 4.59
"ENSG00000135596.13" 12.45 5.66 7.65 0.45 0.47 13.12 19.6 8.16 10.2 1.42 2.48 13.77
"ENSG00000135597.14" 16.64 13.79 8.85 9.89 11.51 53.42 39.32 51.46 77.91 9.55 12.89 11.57
"ENSG00000135604.9" 4.82 3.9 6.54 0.16 0.14 6.83 1.09 3.24 1.96 3.65 2.79 0.12
"ENSG00000135605.8" 1.51 1.05 0.74 0.37 0.13 1.13 1.72 0.74 1.4 0.59 0.28 0.55
"ENSG00000135617.3" 4.64 4.23 1.29 34.54 19.27 4.52 4.77 9.03 4.89 23.39 20.16 0.62
"ENSG00000135622.8" 1.67 1.16 1.92 1.29 0.9 3.24 3.27 4.75 5.13 3.62 3.05 0.99
"ENSG00000135624.11" 37.62 30.32 34.47 475.04 356.02 258.94 204.45 195.13 230.57 511.32 420.35 22.83
"ENSG00000135625.6" 0.1 0.03 0.07 0.06 0 0.23 0.1 0.38 0.13 0.34 0.3 0
"ENSG00000135631.11" 4.94 3.37 4.96 0.53 0.32 5.89 5.55 16.26 11.27 11.45 12.26 4.14
"ENSG00000135632.7" 4.74 3.87 3.8 10.44 6.45 28.39 13.01 15.55 13.97 13.42 13.41 3.61
"ENSG00000135636.9" 7.26 2.97 9.62 0.12 0.08 0.53 0.08 0.6 0.31 0.28 0.36 0.91
"ENSG00000135637.9" 5.06 4.82 5.45 0.92 3.41 9.69 7.72 9.02 4.58 2.28 2.57 1.95
"ENSG00000135638.9" 0 0.15 0.11 0 0 0.42 0.09 0.39 0 0.09 0 0.04
"ENSG00000135643.4" 1.16 0.21 0.46 5.14 4.15 2.23 13.3 0.23 0.18 3.44 4.1 0.96
"ENSG00000135655.9" 45.59 29.78 36.76 15.43 22.02 22.8 27.55 33.89 61.08 16.64 13.54 16.6
"ENSG00000135677.6" 46.07 15.72 31.95 7.23 4.8 48.68 78.8 29.54 35.59 7.33 7.57 13.93
"ENSG00000135678.7" 7 2.96 3.61 1.7 3.45 5.52 1.01 1.06 2.02 0.69 1.17 1.64
"ENSG00000135679.17" 56.17 31.81 35.44 28.45 54.66 99.86 192.55 27.93 62.76 156.3 189.9 25.93
"ENSG00000135686.8" 15.23 11.68 6.65 8.52 9.71 23.3 20.36 33.38 23.53 25.08 25.43 6.22
"ENSG00000135697.5" 0.2 0.12 0.06 0 0 0.12 0.18 0.39 0.09 0.09 0.12 0
"ENSG00000135698.5" 12.11 16.06 10.89 47.56 51.3 79.56 85.71 46.37 74.26 43.67 35.35 5.41
"ENSG00000135702.10" 0 0.02 0 0 0 0.04 0 0.06 0.09 0 0.08 0.07
"ENSG00000135709.8" 10.97 7.85 4.17 2.2 0.88 3.72 1.93 13.79 8.56 5.96 7.9 1.8
"ENSG00000135720.8" 41.1 22.62 25.59 4.89 5.51 67.08 122.92 67.1 130.47 10.07 11.07 29.96
"ENSG00000135722.4" 2.24 3.06 1.97 2.06 2.04 9.37 10.93 14.37 16.29 1.45 2.31 4.18
"ENSG00000135723.9" 5.06 4.61 3.81 8.64 10.94 5.6 11.5 15.68 16.4 6.34 7.48 3.28
"ENSG00000135736.5" 3.47 1.25 2.25 2.23 1.24 7.91 2.16 12.91 4.67 4.45 9.45 0.59
"ENSG00000135740.12" 0.1 0.2 0.1 0.12 0.17 0.26 0.79 0.39 0.43 0.41 0.96 0.21
"ENSG00000135744.7" 2.02 0.23 0.09 0 0 0 0 0.04 0 0 0 0.4
"ENSG00000135747.7" 1.65 0.86 0.65 1.84 0.62 4.23 8.7 2.51 4.52 0.45 0.7 0.27
"ENSG00000135749.14" 13.06 5.45 10.49 1.78 1.98 15.09 16.7 13.49 23.36 5.44 6.56 10.27
"ENSG00000135750.10" 4.47 6.5 5.04 31.26 23.61 31.38 16.66 36.02 27.73 8.77 7.48 4.99
"ENSG00000135763.5" 2.64 2.06 2.32 5.35 4.71 6.9 7.64 11.16 11.56 1.45 1.38 0.77
"ENSG00000135766.8" 10.77 6.25 5.99 7.1 5.43 31.34 23.8 28.97 39.98 10.39 6.86 2.3
"ENSG00000135773.8" 1.61 0.08 0 0 0 0.27 0.01 0 0.03 0 0 0.66
"ENSG00000135775.9" 8.13 4.92 5.29 3.3 2.65 21.68 19.97 21.98 21.91 4.61 4.83 5.66
"ENSG00000135776.4" 5.39 3.31 4.95 11.1 6.3 6.82 9.77 10.7 15.02 2.28 1.17 1.07
"ENSG00000135778.7" 6.81 9.42 4.23 82.84 61.23 22.03 16.18 39.22 33.82 103.25 65.35 5.16
"ENSG00000135801.5" 7.81 3.5 5.39 9.24 6.69 16.03 12.48 25.01 25.06 5.49 4.83 1.5
"ENSG00000135821.12" 183.88 166.29 200.08 301.73 150.8 314.85 892.91 199.95 124.36 184.34 119.42 30.18
"ENSG00000135823.9" 8.82 13.39 8.01 6.02 5 59.65 56.16 60.05 73.27 9.74 10.52 5.99
"ENSG00000135824.8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135828.7" 4.66 4.42 1.76 0.85 0.68 2.24 3.67 1.88 2.2 0.68 0.67 1.57
"ENSG00000135829.12" 41.27 28.15 32.42 108.9 114.48 147.34 113.31 128.03 116.75 23.99 24.86 13.09
"ENSG00000135835.6" 1.16 0.77 0.19 0.01 0 0.99 2.64 4.07 1.71 0.07 0.12 1.23
"ENSG00000135837.11" 19.03 17.81 17.33 1.83 2.82 22.47 42.99 16.5 36.34 1.57 2.73 9.1
"ENSG00000135838.9" 7.94 13.79 7.25 4.47 3.65 10.3 13.08 4.12 1.58 1.5 2.22 1.5
"ENSG00000135842.12" 38.27 6.85 8.23 2.41 4.12 28.24 1.15 69.99 97.03 3.84 6.13 1
"ENSG00000135845.5" 8.82 6.03 5.95 35.75 26.31 23.53 20.35 35.07 25.1 25.58 20.8 1.8
"ENSG00000135847.5" 10.31 9.6 8.39 39.98 39.82 40.32 28.71 39.41 31.81 86.84 79.39 6.17
"ENSG00000135862.5" 56.92 19.7 37.88 3.49 4.4 79.35 108.06 269.4 720.64 9.6 24.22 19.85
"ENSG00000135870.7" 14.47 6.27 9.45 0.5 0.67 12.87 31.9 7.14 23.76 1.21 2.16 14.92
"ENSG00000135898.5" 0.23 0.33 0.11 0 0 0.13 0.14 0 0 0.06 0 0.14
"ENSG00000135899.12" 11.61 21.54 27.81 3.62 12.33 66.92 16.52 19.53 15.9 7.84 12.55 10.56
"ENSG00000135900.3" 8.24 4.15 4.94 29.07 20.25 28.63 20.01 27.08 20.89 17.37 10.38 2.3
"ENSG00000135902.5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135903.14" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135905.14" 14.7 6 15.12 0.21 0.02 4.09 0.36 0.1 0.78 0.2 0 1.21
"ENSG00000135912.6" 3.64 3.83 5.3 5.61 7.03 21.07 20.48 18.36 22.59 8.33 11.3 4.69
"ENSG00000135913.6" 4.88 3.69 5.14 0.7 0.96 4.29 7.98 7.14 16.72 0.89 0.46 2.35
"ENSG00000135914.5" 1.06 0.13 0.09 0 0 0.03 0.31 0.02 0.13 0.04 0 0.34
"ENSG00000135916.11" 77.5 30.64 12.25 0.74 0.43 83.72 156.9 43.42 18.7 41.72 32.31 23.21
"ENSG00000135917.9" 0.61 0.05 0.38 1.03 0.88 0.21 0.06 0.43 0.15 0.05 0.06 0.08
"ENSG00000135919.8" 51.99 0.76 2.73 2.01 1.88 37.17 150.62 38.52 66.09 10.61 8.69 1.14
"ENSG00000135924.11" 13.82 8.62 11.13 34.64 27.24 35.37 40.52 37.57 31.16 53.9 55.65 8.58
"ENSG00000135925.4" 2.14 2.63 1.32 29.92 26.69 8.89 0.71 45.51 12.24 77.55 100.86 6.42
"ENSG00000135926.8" 58.13 30.35 30.55 186.5 104.86 333.09 243.86 143.19 144.84 145.99 118.7 24.93
"ENSG00000135929.4" 5.87 1.43 3.3 0 0 0.02 0.15 0.17 0.12 0.03 0 0
"ENSG00000135930.9" 18.22 9.6 14.63 90.75 66.1 63.14 66.12 48.53 63.19 78.44 66.93 27.05
"ENSG00000135931.13" 4.83 1.65 4.04 5.19 5.04 6.6 9.79 6.55 12.47 3.86 3.98 4.72
"ENSG00000135932.6" 33.49 11.09 22.25 18.29 13.82 120.01 74.97 88.52 192.25 25.35 21.49 8.39
"ENSG00000135940.2" 58.64 41.93 36.33 794.17 661.5 154.73 81.68 110.51 81.33 593.34 485.45 32.45
"ENSG00000135945.5" 25.81 13.92 17.01 5.49 12.81 45.19 78.16 28.63 48.55 2.33 6.34 9.06
"ENSG00000135951.10" 2.07 3.59 1.75 0.6 0.93 6 12.99 3.06 3.75 3.6 3.36 3.43
"ENSG00000135953.6" 4.94 3.05 2.37 5.32 4.1 17.23 20.99 7.27 5.87 6.41 6.33 2.01
"ENSG00000135956.4" 13.6 8.97 10.54 5.66 4.81 39.1 34.24 29.11 23.15 4.57 6.88 5.37
"ENSG00000135960.5" 0.99 0.22 1.24 0 0.02 0.96 0.29 2.9 1.39 0.41 0.42 0
"ENSG00000135966.8" 5.13 3.22 4.2 1.83 1.54 14.2 13.94 8.37 8.6 1.53 1.56 2.3
"ENSG00000135968.15" 25.76 12.95 19.84 2.38 9.25 21.87 42.71 14.36 36.66 6.51 14.18 25.9
"ENSG00000135972.4" 6.7 4.18 5 25.74 22.24 35.91 28.19 31.25 36.39 15.84 20.97 5.43
"ENSG00000135973.1" 0 0 0 0 0 0.06 0.11 0.05 0.02 0 0 0.18
"ENSG00000135974.5" 6.12 3.44 4.39 19.62 15.31 20.7 22.35 20.94 19.88 16.57 15.93 5.24
"ENSG00000135976.12" 16.74 7.02 25.52 3.07 3.58 5.94 15.1 7.22 20.23 1.35 2.34 11.36
"ENSG00000135999.7" 16.02 4.25 9.02 3.99 4.31 27.78 26.73 15.06 24.28 2.6 2.17 8.74
"ENSG00000136002.12" 1.87 6.83 0.45 1.94 3.19 1.19 1.89 69.96 48.58 0.08 0.3 1.81
"ENSG00000136003.11" 45.16 15.66 21.08 105.69 67.18 147.19 84.58 93.44 82.14 75.43 57.52 9.42
